titulo,preco,preco_antigo,marca,tamanho,imagem,url,likes,tag,anomesdia_particao,categoria
guitarra guitar hero playstation 2 universal japan,R$ 299,R$ 299,universal-japan,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy82Njk0MTQzLzUyMGE5MTBjYmUyMGQzMDUyMmRhNTZjYjhhNTM2MGI1LmpwZw,https://www.enjoei.com.br/p/guitarra-guitar-hero-playstation-2-universal-japan-145632289?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=1&rspix=20,3,5%,20260710,eletronicos
capinha iphone 15 pro max vermelha,R$ 15,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjA2MzY0MS8yNGVkMTBkMmJhNjk3Y2M3YjFlOGUwNTUyMmU4NGM0Yi5qcGc,https://www.enjoei.com.br/p/capinha-iphone-15-pro-max-vermelha-144480457?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=1&rspix=21,0,,20260710,eletronicos
memória ram ballistix crucial 4gb ddr4,R$ 220,,ballistix,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy82MTA1NzM2L2VjMzUwMGQ3OTUwYzg3YmI0NzVhODI0ZTIwZjdiYWZmLmpwZw,https://www.enjoei.com.br/p/memoria-ram-ballistix-crucial-4gb-ddr4-141964632?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=1&rspix=22,3,,20260710,eletronicos
tripé para celular novo,R$ 25,,bracket,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMTI5ODgyOC85MzMxN2E5MDBjNjM4Y2ZlYmEwMGVhOTRhYWQxYTI3YS5qcGc,https://www.enjoei.com.br/p/tripe-para-celular-novo-146390074?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=1&rspix=23,0,,20260710,eletronicos
"headset gamer jbl quantum 250, com microfone, roxo",R$ 200,,jbl,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMjg3NTAyMS9iOGM1OTVkOTVkNDgyZmI1NTM0YTA2YjlkNjdiNjg1Ny5qcGc,https://www.enjoei.com.br/p/headset-gamer-jbl-quantum-250-com-microfone-roxo-146407165?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=1&rspix=24,1,,20260710,eletronicos
alça para celular branca frutinhas,R$ 23,R$ 23,artesanal,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy84Mjc1MTM5LzY3ZmJiNzRkNzA1NWI4OWYwMTZiNzZmNmYxMjgyMTJmLmpwZw,https://www.enjoei.com.br/p/alca-para-celular-branca-frutinhas-137330735?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=1&rspix=25,1,26%,20260710,eletronicos
case gamesir x2 usb-c preto,R$ 30,,gamesir,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNDYwMDkzNi9jYWRiYzI5MDM2NDkwMDdmNjRkODFmMDE4ODZjYzNiZS5qcGc,https://www.enjoei.com.br/p/case-gamesir-x2-usb-c-preto-146143643?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=1&rspix=26,0,,20260710,eletronicos
placa de vídeo gigabyte geforce rtx 3080 gaming oc 10gb,R$ 4.000,,gigabyte,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNTA5NDg2Ny85OTI5ZTUzOGU3NWJmMTE2ZmIwN2JmNTkxNTVkYzg3NS5qcGc,https://www.enjoei.com.br/p/placa-de-video-gigabyte-geforce-rtx-3080-gaming-oc-10gb-145500074?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=1&rspix=27,1,,20260710,eletronicos
câmera digital vivitar vcc-5724 verde,R$ 300,R$ 300,vivitar,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy85NTc0MDIvY2M1Mjc1ZDI4MGU3MjhhZTQ2OGNlYjBiMjQxNzcxYmQuanBn,https://www.enjoei.com.br/p/camera-digital-vivitar-vcc-5724-verde-144933683?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=1&rspix=28,3,6%,20260710,eletronicos
apple watch se,R$ 900,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTU0NTc1NS8zODk0NGU5NTZiMjFmNmQwYjAxOTVhMjdjZGUyNDk1My5qcGc,https://www.enjoei.com.br/p/apple-watch-se-146358089?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=1&rspix=29,0,,20260710,eletronicos
motorola moto z2 play,R$ 390,,motorola,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjMxMzM4Ny82OGI0MDhkMjIwNzU2OWE3Nzc1MjY5YTA2N2RlYTMwMC5qcGc,https://www.enjoei.com.br/p/motorola-moto-z2-play-146288335?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=1&rspix=30,0,,20260710,eletronicos
alça para celular colorida docinho,R$ 23,R$ 23,artesanal,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy84Mjc1MTM5L2QyMzQ1YWJkNzViMTM3ODA4NjE3Yjc3NGRlNmI4Y2YwLmpwZw,https://www.enjoei.com.br/p/alca-para-celular-colorida-docinho-137329440?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=1,1,26%,20260710,eletronicos
calculadora hp 12c gold,R$ 120,,hewlettpackard,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy85MzY5MTg4L2JhZTRkOWUxNGM4NDM2MGNhZGI0MzUyMTBiYmY0ZjZkLmpwZw,https://www.enjoei.com.br/p/calculadora-hp-12c-gold-146044682?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=2,0,,20260710,eletronicos
iphone 12 64gb branco,R$ 1.099,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMzYyOTU2NC8zMzZhMjQyZTIxZjMwYWQ3YWExMmMxNzM1Zjk4NmVhYi5qcGc,https://www.enjoei.com.br/p/iphone-12-64gb-branco-146367421?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=3,4,,20260710,eletronicos
"sony zv-1f usada pouquíssimas vezes, estado impecável!",R$ 3.000,R$ 3.000,sony,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81MjYyMy9lM2QxMzQ1ODMzODg0MjRjOTNmYWM2YmFmZTRmNmYyYS5qcGc,https://www.enjoei.com.br/p/sony-zv-1f-usada-pouquissimas-vezes-estado-impecavel-146217411?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=4,5,barateou,20260710,eletronicos
iphone 12 branco 64gb,R$ 1.525,R$ 1.525,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80Mjg2NjUwOS8xYzI5ZTQ2MmExMGViNzc1YzQyZjYxMzJjNDYzZTVmNy5qcGc,https://www.enjoei.com.br/p/iphone-12-branco-64gb-146358038?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=5,0,barateou,20260710,eletronicos
"monitor lg 24ms500 24"" full hd ips 100hz",R$ 850,,lg,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTA2NjE4Ni8zZmVlMTZkY2UwYTM0M2I1OWE4NGZlN2ZiMzY4ZTM1OS5qcGc,https://www.enjoei.com.br/p/monitor-lg-24ms500-24-full-hd-ips-100hz-146288310?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=6,0,,20260710,eletronicos
teclado gamer multilaser warrior tc196,R$ 150,,multilaser.,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yOTU2MjU4Ny81NjQyOGQxMWQyYmE2NjE2OGEwMmIxMmZhZTE0OTRlMS5qcGc,https://www.enjoei.com.br/p/teclado-gamer-multilaser-warrior-tc196-146407148?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=7,0,,20260710,eletronicos
câmera digital canon powershot a460 5mp,R$ 220,R$ 220,canon,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMTg0NjAwMS85M2I5MjNjNjYzYjBiNzE4N2U4ZGFkMjgyNGY4M2MzNS5qcGc,https://www.enjoei.com.br/p/camera-digital-canon-powershot-a460-5mp-146372710?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=8,5,barateou,20260710,eletronicos
kindle 10 geração + capinha + gatinho - promoção,R$ 500,,kindle,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMjAzNjQwOS83Mzg2ZWRlMmM1ZmI1MzQyYzk3Y2QzMWM2NzM1YzE3NC5qcGc,https://www.enjoei.com.br/p/kindle-10-geracao-capinha-gatinho-promocao-145981326?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=9,6,,20260710,eletronicos
gta iv para ps3,R$ 120,R$ 120,play station 3,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zOTI1NDc3OC8zMGFmOGQ3YjNhNjIxYzIxMmI2YmZhZjJiYmIxY2YwNC5qcGc,https://www.enjoei.com.br/p/gta-iv-para-ps3-141450028?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=10,5,19%,20260710,eletronicos
playstation 5 slim 1tb midia fisica + 2 jogos,R$ 3.800,,sony,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjkzMzQ5Mi9jNWM2NDg0ODM0YTk4ZGM2M2JiMGYyZmQxZWMyNmU0OS5qcGc,https://www.enjoei.com.br/p/playstation-5-slim-1tb-midia-fisica-2-jogos-146358037?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=11,0,,20260710,eletronicos
"monitor portátil antuvi 15.6"" full hd + fire tv stick hd",R$ 745,,antuvi,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81OTE0NDEyL2Q2ZmRiMDY3ZTIzYTQ4ZWFiZTk0ZjIzZjRiZjBjOThmLmpwZw,https://www.enjoei.com.br/p/monitor-portatil-antuvi-15-6-full-hd-fire-tv-stick-hd-146303561?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=12,0,,20260710,eletronicos
video game xbox 360 slim desbloqueado 4gb,R$ 899,R$ 899,xbox one,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zODgwOTYxMC81MDYyN2E3ODZlMTYwZWQwMTEyOWFiNjQwNjg4NGM4OS5qcGc,https://www.enjoei.com.br/p/video-game-xbox-360-slim-desbloqueado-4gb-141257200?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=13,2,25%,20260710,eletronicos
"apple watch se 2 40mm preto
preço negociavel",R$ 1.000,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNDExMzUzOC8yOTVlZjdjNzIzZTJiMWQyYzAwYjNkN2ViYmVjZWJmYS5qcGc,https://www.enjoei.com.br/p/apple-watch-se-2-40mm-preto-preco-negociavel-146372699?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=14,0,,20260710,eletronicos
kit secador taiff black 220v e prancha bivolt,R$ 110,,taiff,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjYxNjg0My9iMDYyOGE0MTU0ZTIyODNhOTY4ZDJkZGNjZDdiYjU5YS5qcGc,https://www.enjoei.com.br/p/kit-secador-taiff-black-220v-e-prancha-bivolt-146346281?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=15,1,,20260710,eletronicos
capinha iphone 12 pro preta magsafe,R$ 89,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MDU1MTAyMS9jNjMwMGJkZGFkZWRlZGYzMzQ5OTBjODQ5NzA1NTE1Ny5qcGc,https://www.enjoei.com.br/p/capinha-iphone-12-pro-preta-magsafe-145945837?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=1,1,,20260710,eletronicos
capinha iphone 14 magsafe couro sintético,R$ 89,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MDU1MTAyMS83YzhkYjBkYmVkYWMwZjQ5NDk1NTM4ZTlkZmNkMTVmMi5qcGc,https://www.enjoei.com.br/p/capinha-iphone-14-magsafe-couro-sintetico-145890834?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=2,1,,20260710,eletronicos
capinha iphone 15 plus rosa silicone,R$ 59,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MDU1MTAyMS85ZjkyOTUwMTAwNDNhNTE1ZGQ0MDQ3Y2E5MDExZDM4YS5qcGc,https://www.enjoei.com.br/p/capinha-iphone-15-plus-rosa-silicone-145974371?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=3,0,,20260710,eletronicos
capinha ag-glass magsafe iphone 17 branca,R$ 89,R$ 89,agglass,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MDU1MTAyMS9mMDNlMTMyZjYzMWViMmY2ZTYwYjhkODg1ZGVjNTdhMi5qcGc,https://www.enjoei.com.br/p/capinha-ag-glass-magsafe-iphone-17-branca-145944580?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=4,1,3%,20260710,eletronicos
capinha de silicone branca para iphone 15,R$ 69,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MDU1MTAyMS9hYTU1NmUyZTFjZDczNDQzZTU2YTBjMjIxMDdlZGVlZC5qcGc,https://www.enjoei.com.br/p/capinha-de-silicone-branca-para-iphone-15-145956493?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=5,0,,20260710,eletronicos
câmera instax mini 8 fujifilm (leia a descrição) | cx02,R$ 99,,fujifilm,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMzY0NzAxMy8yMDdkMmQxNzYyMzdlYTJlOTRmZmE5MGRkMzJlMWUwOS5qcGc,https://www.enjoei.com.br/p/camera-instax-mini-8-fujifilm-leia-a-descricao-cx02-146322737?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=16,3,,20260710,eletronicos
iphone 14 azul midnight,R$ 2.400,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNzAxOTgyMi8zZTRjYmZhMGVmZjExOTFiNjQzNWUyMTJiZDhlNzdmMi5qcGc,https://www.enjoei.com.br/p/iphone-14-azul-midnight-146000600?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=17,6,,20260710,eletronicos
celular vintage lg black safira mg810,R$ 70,,lg,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMTI4ODAwNi9iNDRmZjMzYzA5NzI3YTZlZDAxZWVhOTM4MmI4YmI0Zi5qcGc,https://www.enjoei.com.br/p/celular-vintage-lg-black-safira-mg810-144773508?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=18,4,,20260710,eletronicos
carregador por indução apple magsafe,R$ 100,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTUwNjAzMi9jOWY1NTI1YjdhY2E0YWJmODQwYzNlZTcwZjlhY2U0Ny5qcGc,https://www.enjoei.com.br/p/carregador-por-inducao-apple-magsafe-145952072?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=19,3,,20260710,eletronicos
fifa 14 ps3,R$ 39,,sony,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNzcwNjE3MC9mOWY2N2VjMzQ0NmI3YjE3MDllYmM2YTQ2ZDE3ZWJiYy5qcGc,https://www.enjoei.com.br/p/fifa-14-ps3-144623248?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=20,0,,20260710,eletronicos
computador gamer,R$ 5.000,,amd/nvidia/msi,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNTQxODkzNC8yMDEyOTFlZDE1YTI2ZmNjMzViOWM1OTE3ZjYyODU4Yi5qcGc,https://www.enjoei.com.br/p/computador-gamer-146407123?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=21,0,,20260710,eletronicos
jogos ps4 ps3 playstation 2,R$ 60,,playstation,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMDMzNjMxOS83YzhjN2U2YWRmMzAxZjM4MDYwYWI5NTk1YmQ0NmVmYS5qcGc,https://www.enjoei.com.br/p/jogos-ps4-ps3-playstation-2-146288293?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=22,1,,20260710,eletronicos
xbox series s 512gb 2 controles,R$ 2.499,R$ 2.499,xbox one,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNjQyNzczMi80ZDAzMmEwYjYwZWEyNWY2NmRjNzdmNWFiNTc1NWE5ZC5qcGc,https://www.enjoei.com.br/p/xbox-series-s-512gb-2-controles-145781114?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=23,4,14%,20260710,eletronicos
placa de video nvidia gtx 1660 super 6gb 192bits gddr6 hdmi,R$ 1.349,,pcyes,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMTg1OTg3NS9hYmExYWVkODA1Y2Q5MmY4YjE4MDI2ODNkZGRhM2FhNS5qcGc,https://www.enjoei.com.br/p/placa-de-video-nvidia-gtx-1660-super-6gb-192bits-gddr6-hdmi-145861185?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=24,0,,20260710,eletronicos
007 goldeneye nintendo 64 original,R$ 200,,nintendo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzE1MTgyOC83M2EwY2M3ODVhMTU4YzY4ZDc1Y2E1NjMxZTZhZWM5NC5qcGc,https://www.enjoei.com.br/p/007-goldeneye-nintendo-64-original-145845587?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=25,2,,20260710,eletronicos
câmera analógica olympus trip 35,R$ 350,R$ 350,olympus,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMjk2NzczOC81NTUwNDdmNGMyYTM4NTBiMmJlYTlhNDIwNGNmYTQ2YS5qcGc,https://www.enjoei.com.br/p/camera-analogica-olympus-trip-35-145473675?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=26,4,17%,20260710,eletronicos
"lente sony 16-50mm, lente do kit sony zv-e10",R$ 799,,sony,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNDU1MTQxNC81M2Q4NWZkOWJlZmRkMzZlMDQ1OTE2OTkwYjczMjM1Yi5qcGc,https://www.enjoei.com.br/p/lente-sony-16-50mm-lente-do-kit-sony-zv-e10-146179128?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=27,2,,20260710,eletronicos
jogos ps3 call of duty gran turismo guitar hero,R$ 78,R$ 78,activision,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMTEwMTkwNC9kNmMwYzYwMTA3YjU5ZWJhN2NhMWNmNTQwMGFmOGJmNS5qcGc,https://www.enjoei.com.br/p/jogos-ps3-call-of-duty-gran-turismo-guitar-hero-144390409?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=28,1,12%,20260710,eletronicos
iphone 13 pro 256gb grafite,R$ 3.150,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjkzNzQzMi9iOWM1MTcyZDY5NGZhOGEyNjgxZjMxNmVhNmU0MmQ3Zi5qcGc,https://www.enjoei.com.br/p/iphone-13-pro-256gb-grafite-146399387?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=29,0,,20260710,eletronicos
apple pencil 1ª geração branco,R$ 400,,apple,64 gb,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MDU3NzEyMC8xZGQzNzJhYjI2Y2U1MjYzMmQ0NzQzZTM3Yzc4ODBjMi5qcGc,https://www.enjoei.com.br/p/apple-pencil-1-geracao-branco-146398391?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=2&rspix=30,1,,20260710,eletronicos
capa celular iphone 14 pro max hello kitty,R$ 25,,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zODA4NjEyNy82NGQ3MmVkNjU3YTAyNjQ3MmNmMjUxYjlmMjY1YTRiYy5qcGc,https://www.enjoei.com.br/p/capa-celular-iphone-14-pro-max-hello-kitty-146341984?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=1,0,,20260710,eletronicos
xbox 360 com kinect e 4 jogos,R$ 1.600,R$ 1.600,xbox one,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNDg0NjA2OC9lNDljMzhkNmZkOWJlOTJhZTZkZTZlYThlMWJlYmVmMi5qcGc,https://www.enjoei.com.br/p/xbox-360-com-kinect-e-4-jogos-143878796?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=2,2,9%,20260710,eletronicos
kindle amazon 7 geração preto,R$ 280,,amazon.,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzcxNzQ1NC8wYWI5ZjIwYTMyY2NkYTQ5ODE0NWQyM2FmOGQ1NThiYi5qcGc,https://www.enjoei.com.br/p/kindle-amazon-7-geracao-preto-146341981?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=3,8,,20260710,eletronicos
tablet samsung galaxy tab 2 7.0 8gb,R$ 250,,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNDg0NjA2OC9kNmJiYWQ1OWQ1NTA3MmI1ZWEyMTQxM2I3MDIxNjVhOS5qcGc,https://www.enjoei.com.br/p/tablet-samsung-galaxy-tab-2-7-0-8gb-146111882?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=4,1,,20260710,eletronicos
jogo call of duty infinite warfare ps4,R$ 65,,activision,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNDczMDg1OC8yMmNkZWJjYWQ4N2ExODJmZWUzY2JhMDNjNjQzNWRjOS5qcGc,https://www.enjoei.com.br/p/jogo-call-of-duty-infinite-warfare-ps4-145322721?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=5,1,,20260710,eletronicos
kit 4 capinhas iphone 13,R$ 79,R$ 79,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNjk4NTkzMy85YjY0YzYwYTIxZDJiYzJmZmIzM2YwNDY3ZTRjMmEzNy5qcGc,https://www.enjoei.com.br/p/kit-4-capinhas-iphone-13-144863361?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=6,2,barateou,20260710,eletronicos
câmera fotográfica yashica md135 preta,R$ 199,R$ 199,yashica,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NzcyLzgwYjNlOWM5YTFhOGEyMjhjNWJjZDY5ZDQxYmFkNGI5LmpwZw,https://www.enjoei.com.br/p/camera-fotografica-yashica-md135-preta-142511751?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=7,6,25%,20260710,eletronicos
