titulo,preco,preco_antigo,marca,tamanho,imagem,url,likes,tag,anomesdia_particao,categoria
fechadura digital intelbras fr 201 touch screen nunca usado lacrado,R$ 200,,intelbrás,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80Mjk1MjQvOWVmYTI4ZDljNzJiYjU0ZjViMmQ4NmEyMjcxZWExZjEuanBn,https://www.enjoei.com.br/p/fechadura-digital-intelbras-fr-201-touch-screen-nunca-usado-lacrado-146303026?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=10,1,,20260710,eletronicos
samsung galaxy a54 5g 128gb branco,R$ 1.800,R$ 1.800,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zOTM1MzY0NC80NDIyNjMwNzUwNWEyZGZiMGNmYjAyMzNlZmY2OTg2Yy5qcGc,https://www.enjoei.com.br/p/samsung-galaxy-a54-5g-128gb-branco-145747583?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=11,2,barateou,20260710,eletronicos
celular motorola edge 60 pro azul,R$ 2.150,,motorola,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNjcxNTUwNS9mNGM4NDZhZDM2NTgzYjMxMDI0ZGQ2NGE4N2E1MGJjYi5qcGc,https://www.enjoei.com.br/p/celular-motorola-edge-60-pro-azul-145718416?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=12,5,,20260710,eletronicos
câmera yashica kyocera,R$ 90,R$ 90,yashica,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNzk1NjgzMC8wMGRiMDFlOTA1NDJkZjBmNzY0MGJmMmU5OWQ0ZWU2Ni5qcGc,https://www.enjoei.com.br/p/camera-yashica-kyocera-145862632?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=13,0,barateou,20260710,eletronicos
câmera pentax espio 110 preta,R$ 90,R$ 90,pentax,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNzk1NjgzMC81ODliNzMzOGI1NTJjYTAzMjE4ZmZlMmE0ZTZmYzhhZS5qcGc,https://www.enjoei.com.br/p/camera-pentax-espio-110-preta-145862570?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=14,0,barateou,20260710,eletronicos
controlador de edição panasonic,R$ 145,R$ 145,panasonic,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNzk1NjgzMC8yMWJiYTBmMzExOWRjMTU0N2JkMmE1YmIxNDcwZmNkYy5qcGc,https://www.enjoei.com.br/p/controlador-de-edicao-panasonic-145861559?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=15,1,barateou,20260710,eletronicos
escova secadora mondial chrome pink 110v,R$ 80,R$ 80,mondial,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy83NjMwMDM4LzhlNjE5ZWJlM2FiYTg4Zjk2ZjIyMjNjMTgzNzk0MDg0LmpwZw,https://www.enjoei.com.br/p/escova-secadora-mondial-chrome-pink-110v-144292312?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=16,0,barateou,20260710,eletronicos
câmera samsung maxima zoom 80ti,R$ 180,R$ 180,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNzk1NjgzMC8xZGM2NWQ1YzQxNDBmMDhhMWE0YWY1Y2YxY2NiZGQyMy5qcGc,https://www.enjoei.com.br/p/camera-samsung-maxima-zoom-80ti-141998041?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=17,3,barateou,20260710,eletronicos
câmera analógica yashica md-i35,R$ 155,R$ 155,yashica,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy84MjMzLzRlZGE1YzM3ZmU4N2E0Y2I2ODJlYmM3MjAzNTU1NjgxLmpwZw,https://www.enjoei.com.br/p/camera-analogica-yashica-md-i35-138772678?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=18,2,barateou,20260710,eletronicos
adaptador soquete bocal e27 para e14,R$ 30,,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMjE1Nzc5NS84MGIyZTIwYjdjNmE1ZmE0NzM1NzIwOTViNjRkNDJlZC5qcGc,https://www.enjoei.com.br/p/adaptador-soquete-bocal-e27-para-e14-146303185?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=19,0,,20260710,eletronicos
câmera digital samsung nv3 preta,R$ 100,R$ 100,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNzk1NjgzMC9hMjExZWE0ODE3Y2VhODYxMjg4OTU2MzYzYzVhNzk1NC5qcGc,https://www.enjoei.com.br/p/camera-digital-samsung-nv3-preta-145857157?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=20,0,barateou,20260710,eletronicos
câmera nikon d70s preta,R$ 90,R$ 90,nikon,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNzk1NjgzMC8xZmZkZDA5MTU1NmRiZDRlMjUyZDQ0N2NkNjVmZDE4MC5qcGc,https://www.enjoei.com.br/p/camera-nikon-d70s-preta-144930565?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=21,3,barateou,20260710,eletronicos
relógio apple watch,R$ 2.000,R$ 2.000,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zOTc3NTUzMC81MWFkNDRiMzJkZjExZDMxNTRjMWM4Njc1NzJjZmI5MC5qcGc,https://www.enjoei.com.br/p/relogio-apple-watch-145855666?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=22,1,barateou,20260710,eletronicos
câmera digital mitsuca ana hickmann ds8333br,R$ 40,R$ 40,mitsuca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTc3NjYyOS9jOGIwNWQ3Y2QxZjQxMWJhYzRhMDkyZjE1MjgzM2E2Yi5qcGc,https://www.enjoei.com.br/p/camera-digital-mitsuca-ana-hickmann-ds8333br-144837289?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=23,2,10%,20260710,eletronicos
jogo pc battlefield bad company 2,R$ 130,R$ 130,"ea,",,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMDA0ODQxOC9jOGUzZjE3ODNjZThiNDY0NWQ3MDYyY2ViNDczOWY2MC5qcGc,https://www.enjoei.com.br/p/jogo-pc-battlefield-bad-company-2-143015747?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=24,2,barateou,20260710,eletronicos
massageador  esponja facial,R$ 100,R$ 100,gama,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMjY0MTk0Mi80MzkwMDZjN2YwMjgwMDc3NWYzOWVmMTFhMTBhYTE2MC5qcGc,https://www.enjoei.com.br/p/massageador-esponja-facial-129335642?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=25,4,barateou,20260710,eletronicos
"celular realme usado, tela 6.7 polegadas.",R$ 600,R$ 600,realme,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMzExMjc5NS9jOTNmZTAwYTc2NGQ3YWJiNjJmODIyNTVjNzdiNWQyOC5qcGc,https://www.enjoei.com.br/p/celular-realme-usado-tela-6-7-polegadas-145070014?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=26,0,11%,20260710,eletronicos
kit 3 pen drives super heróis vintage,R$ 60,,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMjg2NTE3Mi9kOWZlMTY4YmVlZmZmNzE5ZDA5MWIzYTJkMzk5Y2E5Ni5qcGc,https://www.enjoei.com.br/p/kit-3-pen-drives-super-herois-vintage-144838002?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=27,0,,20260710,eletronicos
vendo celular,R$ 2.000,R$ 2.000,oppo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjUxOTQxNy84ZjdiNWYxMWZlZDQ0NmI3ZjA1M2IzZjFkNWVhMTMzZC5qcGc,https://www.enjoei.com.br/p/vendo-celular-142278287?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=28,0,29%,20260710,eletronicos
mini game star wars millennium falcon,R$ 86,R$ 86,cândide,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yOTk0OTUwNC8xM2QwMWQ5M2UxNDY3NTA4YTEyZGU4YzVlODY0ZmMxMS5qcGc,https://www.enjoei.com.br/p/mini-game-star-wars-millennium-falcon-138090929?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=29,4,barateou,20260710,eletronicos
jogo fifa soccer 12 - ps3 (playstation 3) | original e completo,R$ 250,,ea sports,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy85NTQ1MTk4L2ZjOTA1OTI4NWEwOTA1OWUxZTA5NTM4ZGQwZDE2MWVlLmpwZw,https://www.enjoei.com.br/p/jogo-fifa-soccer-12-ps3-playstation-3-original-e-completo-146193404?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=30,0,,20260710,eletronicos
playstation vr1 com bastões,R$ 800,R$ 800,sony,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNDc4ODEyOS80NGNlMTczODA5M2E0ZTU1N2RkOTljMzM2ZDVmMmRiMy5qcGc,https://www.enjoei.com.br/p/playstation-vr1-com-bastoes-145764909?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=1,1,6%,20260710,eletronicos
microfone akg perception 120 com interface behringer,R$ 1.200,R$ 1.200,akg,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy82MDk0NjkzLzU0OTdhNmU3ZDJmN2MwZjI1YjYzNmExMGM2OTVlYzBiLmpwZw,https://www.enjoei.com.br/p/microfone-akg-perception-120-com-interface-behringer-144769126?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=2,0,10%,20260710,eletronicos
cabelo natural preto liso,R$ 1.000,R$ 1.000,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81MDEyMTEzLzYwNjdlZDE1MGYwYTVkN2NlNzQ3MjA2OGNhM2FkYmZiLmpwZw,https://www.enjoei.com.br/p/cabelo-natural-preto-liso-144758065?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=3,0,14%,20260710,eletronicos
caixa de som datrel 15 polegadas,R$ 1.000,R$ 1.000,datrel,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xOTgwMjc2MC82ZGE2MjBjM2NiMjhlMTk0YWMzOTk2MWI0YWJlODA0NC5qcGc,https://www.enjoei.com.br/p/caixa-de-som-datrel-15-polegadas-144038248?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=4,0,19%,20260710,eletronicos
periféricos gamers monitor e teclado,R$ 1.000,R$ 1.000,lenovo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjY1NDU0OC9kNzk2Y2RlMjdkZjNiM2Q3MjA3OGFlMTc2ZjY4NDY1Yi5qcGc,https://www.enjoei.com.br/p/perifericos-gamers-monitor-e-teclado-143639358?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=5,0,22%,20260710,eletronicos
monitor lg 22mp410 21.5 polegadas,R$ 345,R$ 345,lg,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy84Nzc2NTE2LzYxYjNmNTQ0MTdhYmJmMzVjMWU1NzUyMjdiMjZjYzFmLmpwZw,https://www.enjoei.com.br/p/monitor-lg-22mp410-21-5-polegadas-143212079?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=6,5,20%,20260710,eletronicos
câmera fotográfica nikon 5200,R$ 1.800,R$ 1.800,nikon,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNjQzNjY0MS8xODQ0Zjg3YjRjZDg4OTgxYjQ5MGViNjEyNDgxMmZhMC5qcGc,https://www.enjoei.com.br/p/camera-fotografica-nikon-5200-143092373?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=7,1,12%,20260710,eletronicos
apple watch serie 7 41mm preto,R$ 1.300,R$ 1.300,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTkxNDA1My82YTc5YTU2NmIzNzg3NWViYzZmNDNkMTMzNWZjODRhNi5qcGc,https://www.enjoei.com.br/p/apple-watch-serie-7-41mm-preto-142759259?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=8,2,barateou,20260710,eletronicos
ipad air 2,R$ 1.300,R$ 1.300,apple,16 gb,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzU5ODIzNS9mZjJlYjBjOTg5NTg4MGIzMWNiMmRjNmY2NDViNTYyYi5qcGc,https://www.enjoei.com.br/p/ipad-air-2-135126119?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=9,3,25%,20260710,eletronicos
jogo crash bandicoot n. sane trilogy xbox one,R$ 150,,activision,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNDUyNjU0Ni9hN2EzMzk3Yzc3MWE2M2RiYmZhN2NiNmE2MWE2ZmRiMC5qcGc,https://www.enjoei.com.br/p/jogo-crash-bandicoot-n-sane-trilogy-xbox-one-146419409?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=10,0,,20260710,eletronicos
projetor tomate home cinema,R$ 219,R$ 219,tomate,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNzI4MzE1Ny9kMmNhMDk5Yzg1NWQ0NDY1ZGEyNDYzNDRmMTI3Y2VmZS5qcGc,https://www.enjoei.com.br/p/projetor-tomate-home-cinema-146053841?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=11,0,3%,20260710,eletronicos
jogo the last of us part ii ps4,R$ 152,R$ 152,naughty dog,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNjYwNDgyMC85NWZkMWRmOTVlNDU4OWYwZjZhMmU4ZmRiYjBhYjZiNS5qcGc,https://www.enjoei.com.br/p/jogo-the-last-of-us-part-ii-ps4-146043170?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=12,1,3%,20260710,eletronicos
dvd player sony dvp-ns50p,R$ 300,R$ 300,sony,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMDIyMzY5Ni8wM2ViMzM2NWFkMDY4YWFlZjdjZWYyYjg4MzdlMWUzMy5qcGc,https://www.enjoei.com.br/p/dvd-player-sony-dvp-ns50p-145102892?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=13,0,6%,20260710,eletronicos
vinil do grupo de rap mrn,R$ 165,R$ 165,zimbabwer,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy84NTkzNDM3LzA4MjI3ZDRkMDIzZWE2ZGU3NDQwNDU0MTEwZWQ2ZjZmLmpwZw,https://www.enjoei.com.br/p/vinil-do-grupo-de-rap-mrn-145078112?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=14,0,12%,20260710,eletronicos
tamagotchi harry potter,R$ 200,R$ 200,tamagotchi,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xOTYzNzgzMi8xMmE5NGNhNzFmYjhlMDJlYTJmNzI5NGM2Y2IwOGNmZS5qcGc,https://www.enjoei.com.br/p/tamagotchi-harry-potter-144991684?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=15,5,9%,20260710,eletronicos
amiibo luigi,R$ 300,R$ 300,amiibo nintendo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNTI3ODc3MS8wZGY4NWJmNTYyMzI0NWM4YjU3ODljNzM1ZjRiMzI5Ni5qcGc,https://www.enjoei.com.br/p/amiibo-luigi-143981159?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=16,0,15%,20260710,eletronicos
ipad 1 preto,R$ 290,R$ 290,apple,32 gb,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjM3MTA1NC9iYjZhMGI4OWI1OWEyZTA2MzdjZDlhZWE2ZGY3N2I2NS5qcGc,https://www.enjoei.com.br/p/ipad-1-preto-143575107?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=17,1,18%,20260710,eletronicos
sucata sony playstation 2 scph-90010,R$ 188,R$ 188,sonyy,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjIwMzY5Ni9jNGY5NjQxZTQwYjFlM2ZmODc4MmZiMTdlOGNkMzI3OS5qcGc,https://www.enjoei.com.br/p/sucata-sony-playstation-2-scph-90010-143566891?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=18,2,21%,20260710,eletronicos
diskman philips digital fm tuner não funciona,R$ 120,R$ 120,philips,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTE0MjY1OS9jOWI1MTg1NzQ4MDcyNDBmZjgwMmIwMjM1ZTM5ZTY2MC5qcGc,https://www.enjoei.com.br/p/diskman-philips-digital-fm-tuner-nao-funciona-143005406?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=19,1,7%,20260710,eletronicos
impressora,R$ 186,R$ 186,hp,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNDk5NjYwMi84ZTZmMzc1ZGJiMmJiNmNkMWIwZjcwOWNlYjU2NDNlZi5qcGc,https://www.enjoei.com.br/p/impressora-126282617?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=20,0,barateou,20260710,eletronicos
caixa de som xiaomi,R$ 149,,xiaomi,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMTMxNTkwMS9lMWU2NzMyYjFmZGRiNTRjZmZkODEzMTMwMWVkZWZmNi5qcGc,https://www.enjoei.com.br/p/caixa-de-som-xiaomi-146309931?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=21,1,,20260710,eletronicos
capinha swarovski galaxy s9,R$ 150,R$ 150,swarovski,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zODUwNDg2MS8wMmU5NDI2YTI4Mzk0NmNlNzhhMWUxZDAzMWNhNWRjNS5qcGc,https://www.enjoei.com.br/p/capinha-swarovski-galaxy-s9-145203846?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=22,0,10%,20260710,eletronicos
microfone usb capacitivo gm7 preto,R$ 139,R$ 139,gm7,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjU5OTQ1MS81MmRmNjQwNjAxMDNmNjBhNTg5OTIwMzkyZTM5Yzk4NS5qcGc,https://www.enjoei.com.br/p/microfone-usb-capacitivo-gm7-preto-144436932?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=23,1,20%,20260710,eletronicos
smartwatch wearfit series 8 cinza,R$ 120,R$ 120,wearfit,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNTQ1ODUxNS9jNjBjYzM4MjVlZDZkM2UwODE4ZTVmMzNiZjY3NDdkMS5qcGc,https://www.enjoei.com.br/p/smartwatch-wearfit-series-8-cinza-144255358?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=24,1,20%,20260710,eletronicos
playstation 4 slim 500gb com jogos,R$ 1.700,,sony,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNDQyODY5My8yZDM1ZDhkMTIyNGYzODg1MDRiMzI5OGYxNDcwM2FjMi5qcGc,https://www.enjoei.com.br/p/playstation-4-slim-500gb-com-jogos-146341455?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=25,0,,20260710,eletronicos
leitor de código de barras 8200,R$ 96,R$ 96,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNDA2NTMzNy9lMGRjNzhmOWZhOGMyMDJkYTIxYWZlZjI4YjhjODA2Mi5qcGc,https://www.enjoei.com.br/p/leitor-de-codigo-de-barras-8200-145405149?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=26,0,9%,20260710,eletronicos
hd samsung hd502hj 500gb,R$ 110,R$ 110,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNTM4NDU0NC80MjJjMGFjMTc4M2E0MjJhMjg5NDNlZmI5OWNiMDhlNy5qcGc,https://www.enjoei.com.br/p/hd-samsung-hd502hj-500gb-145104892?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=27,0,16%,20260710,eletronicos
fone de ouvido qcy ht05 melobuds,R$ 110,R$ 110,qcy,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yODE3MTg5Ni82ZmQ5ZWJhMzQ3NWE4YjNkNGUyZGU5M2QyYWM3MWQwZS5qcGc,https://www.enjoei.com.br/p/fone-de-ouvido-qcy-ht05-melobuds-143791530?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=28,0,16%,20260710,eletronicos
iphone 17 256gb branco,R$ 5.000,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMDkwMzQ3OS81NWQ5NTM2ZjNkZmJmMTY2NGQ2ZGQzMjBmNzUyZDNmOC5qcGc,https://www.enjoei.com.br/p/iphone-17-256gb-branco-143175228?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=29,2,,20260710,eletronicos
controle super nintendo não funciona,R$ 148,R$ 148,nintend,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTExODcyNy85YTRjYzM3N2E4M2E5MTlhY2NmN2EzOThlNTI2YjRmNS5qcGc,https://www.enjoei.com.br/p/controle-super-nintendo-nao-funciona-141577305?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=30,5,30%,20260710,eletronicos
console sony playstation 4 preto,R$ 1.100,,sony,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTQ0MTA3MC9hZjc5MWUxNDhlYjNkNzZhY2M0NGExMWFkMjZkMjI0Yy5qcGc,https://www.enjoei.com.br/p/console-sony-playstation-4-preto-146276427?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=1,3,,20260710,eletronicos
jogo psp transformers revenge of the fallen,R$ 65,R$ 65,activision,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNDEzNjI4Ny8zOTk5YmM0YjI2MDk4MWE4MmNhM2FmNGFmYmE3NzQzYi5qcGc,https://www.enjoei.com.br/p/jogo-psp-transformers-revenge-of-the-fallen-145789367?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=2,0,3%,20260710,eletronicos
jogos wii sports e deca sports,R$ 75,R$ 75,nintendo,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTQ4MjcwNC9iMjg2MTAwMTM5OTI4N2E2NGI2ZjUxM2EzY2IwZmI5MS5qcGc,https://www.enjoei.com.br/p/jogos-wii-sports-e-deca-sports-144332352?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=3,1,20%,20260710,eletronicos
